Очередь;Метка по КС;Идентификатор канала;Тип канала;Субъект Федерации;Район;Населенный пункт;PTP IP Prefix;AS Мегафон;Сети для для ССК    Z1.0/24;net Z1;Сеть LAN;граничный сегмент;Мнемокод X;номер Y;Полосность;Контроллер ССК;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Контроллер Ураган;Контроллер Ураган;Контроллер SICK;Контроллер SICK;iNode;ИБП;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK
III;455;204;основной;Иркутская обл.;Иркутский р-н;Моргудон;10.0.168.0/30;65494;;10.168.38.;Z1.64/26;Z1.0/27;;;2;10.168.38.66;10.168.38.67;10.168.38.68;;;;;10.168.38.73;;10.168.38.75;;10.168.38.77;10.168.38.78;10.168.38.79;10.168.38.80;10.168.38.81;10.168.38.82;;;;;;;;
III;217;120;основной;Еврейская АО;Биробиджанский р-н;Кирга;10.0.103.0/30;65494;;10.103.30.;Z1.64/26;Z1.0/27;;;2;10.103.30.66;10.103.30.67;10.103.30.68;;;;;10.103.30.73;;10.103.30.75;;10.103.30.77;10.103.30.78;10.103.30.79;10.103.30.80;10.103.30.81;10.103.30.82;;;;;;;;
III;218;121;основной;Еврейская АО;Смидовичский р-н;Партизанское;10.0.103.4/30;65494;;10.103.31.;Z1.64/26;Z1.0/27;;;2;10.103.31.66;10.103.31.67;10.103.31.68;;;;;10.103.31.73;;10.103.31.75;;10.103.31.77;10.103.31.78;10.103.31.79;10.103.31.80;10.103.31.81;10.103.31.82;;;;;;;;
III;220;123;основной;Еврейская АО;Хабаровск;Хабаровск (запад, 3 км.);10.0.103.8/30;65494;;10.103.32.;Z1.64/26;Z1.0/27;;;2;10.103.32.66;10.103.32.67;10.103.32.68;;;;;10.103.32.73;;10.103.32.75;;10.103.32.77;10.103.32.78;10.103.32.79;10.103.32.80;10.103.32.81;10.103.32.82;;;;;;;;
III;403;387;основной;Оренбургская обл.;Самарский р-н;Янгиз-Марьевка;10.0.58.24/30;65501;;10.58.36.;Z1.64/26;Z1.0/27;;;2;10.58.36.66;10.58.36.67;10.58.36.68;;;;;10.58.36.73;;10.58.36.75;;10.58.36.77;10.58.36.78;10.58.36.79;10.58.36.80;10.58.36.81;10.58.36.82;;;;;;;;
III;113;185;основной;Мурманская область;г.о.Кандалакша;Зеленоборский;10.0.87.0/30;31213;;10.87.30.;Z1.64/26;Z1.0/27;;;2;10.87.30.66;10.87.30.67;10.87.30.68;;;;;10.87.30.73;;10.87.30.75;;10.87.30.77;10.87.30.78;10.87.30.79;10.87.30.80;10.87.30.81;10.87.30.82;;;;;;;;
III;118;101;основной;Мурманская область;Мурманск;Ленинградский округ;10.0.87.4/30;31213;;10.87.31.;Z1.64/26;Z1.0/27;;;2;10.87.31.66;10.87.31.67;10.87.31.68;;;;;10.87.31.73;;10.87.31.75;;10.87.31.77;10.87.31.78;10.87.31.79;10.87.31.80;10.87.31.81;10.87.31.82;;;;;;;;
III;114;186;основной;Мурманская область;г.о.Кандалакша;Кандалакша;10.0.87.8/30;31213;;10.87.32.;Z1.64/26;Z1.0/27;;;2;10.87.32.66;10.87.32.67;10.87.32.68;;;;;10.87.32.73;;10.87.32.75;;10.87.32.77;10.87.32.78;10.87.32.79;10.87.32.80;10.87.32.81;10.87.32.82;;;;;;;;
III;112;175;основной;Республика Карелия;Лоухский;Лоухи;10.0.81.0/30;20632;;10.81.30.;Z1.64/26;Z1.0/27;;;2;10.81.30.66;10.81.30.67;10.81.30.68;;;;;10.81.30.73;;10.81.30.75;;10.81.30.77;10.81.30.78;10.81.30.79;10.81.30.80;10.81.30.81;10.81.30.82;;;;;;;;
III;107;171;основной;Республика Карелия;Пряжинский;Пряжа;10.0.81.4/30;20632;;10.81.31.;Z1.64/26;Z1.0/27;;;2;10.81.31.66;10.81.31.67;10.81.31.68;;;;;10.81.31.73;;10.81.31.75;;10.81.31.77;10.81.31.78;10.81.31.79;10.81.31.80;10.81.31.81;10.81.31.82;;;;;;;;
III;299;91;основной;Республика Карелия;Сортавальский;Хюмпеля;10.0.81.8/30;20632;;10.81.32.;Z1.64/26;Z1.0/27;;;2;10.81.32.66;10.81.32.67;10.81.32.68;;;;;10.81.32.73;;10.81.32.75;;10.81.32.77;10.81.32.78;10.81.32.79;10.81.32.80;10.81.32.81;10.81.32.82;;;;;;;;
III;117;100;основной;Мурманская область;Кольский;Кильдинстрой;10.0.87.12/30;31213;;10.87.33.;Z1.64/26;Z1.0/27;;;3;10.87.33.66;10.87.33.67;10.87.33.68;10.87.33.69;;;;10.87.33.73;;10.87.33.75;;10.87.33.77;10.87.33.78;10.87.33.79;10.87.33.80;10.87.33.81;10.87.33.82;10.87.33.83;10.87.33.84;;;;;;
III;298;90;основной;Республика Карелия;Лахденпохский;Ихала;10.0.81.12/30;20632;;10.81.33.;Z1.64/26;Z1.0/27;;;2;10.81.33.66;10.81.33.67;10.81.33.68;;;;;10.81.33.73;;10.81.33.75;;10.81.33.77;10.81.33.78;10.81.33.79;10.81.33.80;10.81.33.81;10.81.33.82;;;;;;;;
III;115;187;основной;Мурманская область;г.о.Мончегорск;Мончегорск;10.0.87.16/30;31213;;10.87.34.;Z1.64/26;Z1.0/27;;;2;10.87.34.66;10.87.34.67;10.87.34.68;;;;;10.87.34.73;;10.87.34.75;;10.87.34.77;10.87.34.78;10.87.34.79;10.87.34.80;10.87.34.81;10.87.34.82;;;;;;;;
III;109;173;основной;Республика Карелия;Медвежьегорский;Медвежьегорск;10.0.81.16/30;20632;;10.81.34.;Z1.64/26;Z1.0/27;;;2;10.81.34.66;10.81.34.67;10.81.34.68;;;;;10.81.34.73;;10.81.34.75;;10.81.34.77;10.81.34.78;10.81.34.79;10.81.34.80;10.81.34.81;10.81.34.82;;;;;;;;
III;110;174;основной;Республика Карелия;Сегежский;Ведлозеро;10.0.81.20/30;20632;;10.81.35.;Z1.64/26;Z1.0/27;;;4;10.81.35.66;10.81.35.67;10.81.35.68;10.81.35.69;10.81.35.70;;;10.81.35.73;;10.81.35.75;;10.81.35.77;10.81.35.78;10.81.35.79;10.81.35.80;10.81.35.81;10.81.35.82;10.81.35.83;10.81.35.84;10.81.35.85;10.81.35.86;;;;
III;108;172;основной;Республика Карелия;Прионежский ;ст.Шуйская;10.0.81.24/30;20632;;10.81.36.;Z1.64/26;Z1.0/27;;;2;10.81.36.66;10.81.36.67;10.81.36.68;;;;;10.81.36.73;;10.81.36.75;;10.81.36.77;10.81.36.78;10.81.36.79;10.81.36.80;10.81.36.81;10.81.36.82;;;;;;;;
III;116;99;основной;Мурманская область;Мурманск;Первомайский округ;10.0.87.20/30;31213;;10.87.35.;Z1.64/26;Z1.0/27;;;2;10.87.35.66;10.87.35.67;10.87.35.68;;;;;10.87.35.73;;10.87.35.75;;10.87.35.77;10.87.35.78;10.87.35.79;10.87.35.80;10.87.35.81;10.87.35.82;;;;;;;;
III;300;92;основной;Республика Карелия;Питкярантский;Питкяранта;10.0.81.28/30;20632;;10.81.37.;Z1.64/26;Z1.0/27;;;2;10.81.37.66;10.81.37.67;10.81.37.68;;;;;10.81.37.73;;10.81.37.75;;10.81.37.77;10.81.37.78;10.81.37.79;10.81.37.80;10.81.37.81;10.81.37.82;;;;;;;;
III;106;170;основной;Республика Карелия;Олонецкий;Торосозеро;10.0.81.32/30;20632;;10.81.38.;Z1.64/26;Z1.0/27;;;2;10.81.38.66;10.81.38.67;10.81.38.68;;;;;10.81.38.73;;10.81.38.75;;10.81.38.77;10.81.38.78;10.81.38.79;10.81.38.80;10.81.38.81;10.81.38.82;;;;;;;;
III;209;111;основной;Амурская обл.;Магдагачинский р-н;Новопокровка (7 км.);10.0.100.0/30;65494;;10.100.30.;Z1.64/26;Z1.0/27;;;2;10.100.30.66;10.100.30.67;10.100.30.68;;;;;10.100.30.73;;10.100.30.75;;10.100.30.77;10.100.30.78;10.100.30.79;10.100.30.80;10.100.30.81;10.100.30.82;;;;;;;;
III;208;110;основной;Амурская обл.;Сковородинский р-н;Невер;10.0.100.4/30;65494;;10.100.31.;Z1.64/26;Z1.0/27;;;3;10.100.31.66;10.100.31.67;10.100.31.68;10.100.31.69;;;;10.100.31.73;;10.100.31.75;;10.100.31.77;10.100.31.78;10.100.31.79;10.100.31.80;10.100.31.81;10.100.31.82;10.100.31.83;10.100.31.84;;;;;;
III;212;114;основной;Амурская обл.;Благовещенский р-н;Благовещенск;10.0.100.8/30;65494;;10.100.32.;Z1.64/26;Z1.0/27;;;2;10.100.32.66;10.100.32.67;10.100.32.68;;;;;10.100.32.73;;10.100.32.75;;10.100.32.77;10.100.32.78;10.100.32.79;10.100.32.80;10.100.32.81;10.100.32.82;;;;;;;;
III;213;115;основной;Амурская обл.;Бурейский р-н;Новобирейский;10.0.100.12/30;65494;;10.100.33.;Z1.64/26;Z1.0/27;;;2;10.100.33.66;10.100.33.67;10.100.33.68;;;;;10.100.33.73;;10.100.33.75;;10.100.33.77;10.100.33.78;10.100.33.79;10.100.33.80;10.100.33.81;10.100.33.82;;;;;;;;
III;216;118;основной;Амурская обл.;Архаринский р-н;Архара (9 км.);10.0.100.16/30;65494;;10.100.34.;Z1.64/26;Z1.0/27;;;2;10.100.34.66;10.100.34.67;10.100.34.68;;;;;10.100.34.73;;10.100.34.75;;10.100.34.77;10.100.34.78;10.100.34.79;10.100.34.80;10.100.34.81;10.100.34.82;;;;;;;;
III;210;112;основной;Амурская обл.;Магдагачинский р-н;Сиваки (6 км.);10.0.100.20/30;65494;;10.100.35.;Z1.64/26;Z1.0/27;;;2;10.100.35.66;10.100.35.67;10.100.35.68;;;;;10.100.35.73;;10.100.35.75;;10.100.35.77;10.100.35.78;10.100.35.79;10.100.35.80;10.100.35.81;10.100.35.82;;;;;;;;
III;211;113;основной;Амурская обл.;Шимановский р-н;Шимановск (35 км.);10.0.100.24/30;65494;;10.100.36.;Z1.64/26;Z1.0/27;;;2;10.100.36.66;10.100.36.67;10.100.36.68;;;;;10.100.36.73;;10.100.36.75;;10.100.36.77;10.100.36.78;10.100.36.79;10.100.36.80;10.100.36.81;10.100.36.82;;;;;;;;
III;214;116;основной;Амурская обл.;Свободненский р-н;Красноярово (5 км.);10.0.100.28/30;65494;;10.100.37.;Z1.64/26;Z1.0/27;;;2;10.100.37.66;10.100.37.67;10.100.37.68;;;;;10.100.37.73;;10.100.37.75;;10.100.37.77;10.100.37.78;10.100.37.79;10.100.37.80;10.100.37.81;10.100.37.82;;;;;;;;
III;215;117;основной;Амурская обл.;Белогорский р-н;Белогорск;10.0.100.32/30;65494;;10.100.38.;Z1.64/26;Z1.0/27;;;2;10.100.38.66;10.100.38.67;10.100.38.68;;;;;10.100.38.73;;10.100.38.75;;10.100.38.77;10.100.38.78;10.100.38.79;10.100.38.80;10.100.38.81;10.100.38.82;;;;;;;;
III;200;31;основной;Забайкальский край;Читинский р-н;Лесной Городок;10.0.166.12/30;65494;;10.166.33.;Z1.64/26;Z1.0/27;;;2;10.166.33.66;10.166.33.67;10.166.33.68;;;;;10.166.33.73;;10.166.33.75;;10.166.33.77;10.166.33.78;10.166.33.79;10.166.33.80;10.166.33.81;10.166.33.82;;;;;;;;
III;201;1;основной;Забайкальский край;Читинский р-н;Чита;10.0.166.0/30;65494;;10.166.30.;Z1.64/26;Z1.0/27;;;2;10.166.30.66;10.166.30.67;10.166.30.68;;;;;10.166.30.73;;10.166.30.75;;10.166.30.77;10.166.30.78;10.166.30.79;10.166.30.80;10.166.30.81;10.166.30.82;;;;;;;;
III;202;3;основной;Забайкальский край;Чита г.о.;Чита (север);10.0.166.8/30;65494;;10.166.32.;Z1.64/26;Z1.0/27;;;2;10.166.32.66;10.166.32.67;10.166.32.68;;;;;10.166.32.73;;10.166.32.75;;10.166.32.77;10.166.32.78;10.166.32.79;10.166.32.80;10.166.32.81;10.166.32.82;;;;;;;;
III;203;32;основной;Забайкальский край;Забайкальский р-н;Забайкальск, Чихортуй;10.0.166.16/30;65494;;10.166.34.;Z1.64/26;Z1.0/27;;;2;10.166.34.66;10.166.34.67;10.166.34.68;;;;;10.166.34.73;;10.166.34.75;;10.166.34.77;10.166.34.78;10.166.34.79;10.166.34.80;10.166.34.81;10.166.34.82;;;;;;;;
III;204;93;основной;Томская область;Томский р-н;Черная речка;10.0.171.0/24;50928;;10.171.30.;Z1.64/26;Z1.0/27;;;2;10.171.30.66;10.171.30.67;10.171.30.68;;;;;10.171.30.73;;10.171.30.75;;10.171.30.77;10.171.30.78;10.171.30.79;10.171.30.80;10.171.30.81;10.171.30.82;;;;;;;;
III;205;2;основной;Забайкальский край;Читинский р-н;Чита;10.0.166.4/30;65494;;10.166.31.;Z1.64/26;Z1.0/27;;;2;10.166.31.66;10.166.31.67;10.166.31.68;;;;;10.166.31.73;;10.166.31.75;;10.166.31.77;10.166.31.78;10.166.31.79;10.166.31.80;10.166.31.81;10.166.31.82;;;;;;;;
III;206;33;основной;Забайкальский край;Шилкинский р-н;Богомягково;10.0.166.20/30;65494;;10.166.35.;Z1.64/26;Z1.0/27;;;2;10.166.35.66;10.166.35.67;10.166.35.68;;;;;10.166.35.73;;10.166.35.75;;10.166.35.77;10.166.35.78;10.166.35.79;10.166.35.80;10.166.35.81;10.166.35.82;;;;;;;;
IV;207;;основной;Амурская обл.;Сковородинский р-н;Тахтамыга;10.0.100.36/30;65494;;10.100.39.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;456;;основной;Сахалинская обл.;Корсаковский р-н;Соловьевка;10.0.102.0/30;65494;;10.102.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;457;;основной;Сахалинская обл.;Южно-Сахалинск г.о.;Южно-Сахалинск;10.0.102.4/30;65494;;10.102.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;458;;основной;Сахалинская обл.;Холмский р-н;Пятиречье;10.0.102.8/30;65494;;10.102.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;459;;основной;Сахалинская обл.;Анивский р-н;Троицкое (~ Южно-Сахалинск, 2км.);10.0.102.12/30;65494;;10.102.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;221;;основной;Хабаровский край;р-н Имени Лазо;Кругликово;10.0.97.0/30;65494;;10.97.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;223;;основной;Приморский край;Артемовский округ;Артем;10.0.99.0/30;65494;;10.99.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;224;;основной;Приморский край;Надеждинский р-н;Городечное (4 км.);10.0.99.4/30;65494;;10.99.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;225;;основной;Приморский край;Михайловский р-н;Михайловка (Уссурийск, 17 км.);10.0.99.8/30;65494;;10.99.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;226;;основной;Приморский край;Спасск-Дальний;Лётно-Хвалынское;10.0.99.12/30;65494;;10.99.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;228;;основной;Приморский край;Дальнереченск;Дальнереченск;10.0.99.16/30;65494;;10.99.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;229;;основной;Хабаровский край;Хабаровский р-н;Восточное;10.0.97.4/30;65494;;10.97.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;230;;основной;Хабаровский край;Бакинский р-н;Перелесок;10.0.97.8/30;65494;;10.97.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;157;;основной;Красноярский край;Ачинск;Белый Яр;10.0.167.0/30;50928;;10.167.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;158;;основной;Красноярский край;Емельяновский р-н;Емельяново (Красноярск, север, 10 км.);10.0.167.4/30;50928;;10.167.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;159;;основной;Красноярский край;Березовский р-н;Вознесенка (Красноярск, восток, 10 км.);10.0.167.8/30;50928;;10.167.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;160;;основной;Красноярский край;Канский р-н;Канск (юг, 1.5 км.);10.0.167.12/30;50928;;10.167.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;366;;основной;Красноярский край;Дивногорск;Овсянка;10.0.167.16/30;50928;;10.167.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;367;;основной;Красноярский край;Новоселовский р-н;Новоселово (6 км.);10.0.167.20/30;50928;;10.167.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;369;;основной;Красноярский край;Минусинск;Минусинск;10.0.167.24/30;50928;;10.167.36.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;375;;основной;Красноярский край;Ачинск;Покровка;10.0.167.28/30;50928;;10.167.37.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;376;;основной;Красноярский край;Иланский р-н;Карапсель (Канск, восток, 6 км.);10.0.167.32/30;50928;;10.167.38.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;368;;основной;Республика Хакасия;Черногорск;Черногорск;10.0.163.0/30;50928;;10.163.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;374;;основной;Республика Хакасия;Боградский р-н;Троицкое;10.0.163.4/30;50928;;10.163.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;372;;основной;Тыва;Кызыл;Кызыл;10.0.162.0/30;50928;;10.162.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;239;;основной;Саха (Якутия);Мегино-Кангаласский р-н;Нижний Бестях;10.0.96.0/30;65494;;10.96.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;240;;основной;Саха (Якутия);Томпонский р-н;Теплый Ключ;10.0.96.4/30;65494;;10.96.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;241;;основной;Саха (Якутия);Оймяконский р-н;Усть-Нера;10.0.96.8/30;65494;;10.96.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;242;;основной;Магаданская обл.;Магадан;Магадан;10.0.101.0/30;65494;;10.101.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;231;;основной;Амурская обл.;Тындинский р-н;Соловьёвск;10.0.100.40/30;65494;;10.100.40.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;232;;основной;Амурская обл.;Тында;Тында;10.0.100.44/30;65494;;10.100.41.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;233;;основной;Саха (Якутия);Хангаласский улус;Качикатцы;10.0.96.12/30;65494;;10.96.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;235;;основной;Саха (Якутия);Нерюнгринский улус;Нерюнгри;10.0.96.16/30;65494;;10.96.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;236;;основной;Саха (Якутия);Алданский р-н;Томмот;10.0.96.20/30;65494;;10.96.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;237;;основной;Саха (Якутия);Алданский р-н;Верхний Куранах;10.0.96.24/30;65494;;10.96.36.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;238;;основной;Саха (Якутия);Алданский р-н;Большой Нимныр;10.0.96.28/30;65494;;10.96.37.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;234;;основной;Саха (Якутия);Мегино-Кангаласский р-н;Нижний Бестях;10.0.96.32/30;65494;;10.96.38.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;400;;основной;Татарстан;Альметьевский р-н;Абдрахманово;10.0.53.48/30;65501;;10.53.39.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;127;;основной;Ставропольский край;Минераловодский р-н;Ульяновка;10.0.2.0/30;31163;;10.2.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;320;;основной;Ставропольский край;Предгорный р-н;Суворовская;10.0.2.4/30;31163;;10.2.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;322;;основной;Кабардино-Балкарская республика;Зольский р-н;Этоко;10.0.7.0/30;31163;;10.7.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;128;;основной;Кабардино-Балкарская республика;Урванский р-н;Урвань (Нальчик, 13 км.);10.0.7.4/30;31163;;10.7.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;324;;основной;Кабардино-Балкарская республика;Прохладненский р-н;Алтуд;10.0.7.8/30;31163;;10.7.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;325;;основной;Кабардино-Балкарская республика;Баксанский р-н;Атажукино;10.0.7.12/30;31163;;10.7.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;419;;основной;Кабардино-Балкарская республика;Баксанский р-н;Баксан;10.0.7.16/30;31163;;10.7.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;420;;основной;Северная Осетия - Алания;Алагирский р-н;Дзуарикау;10.0.15.0/30;31163;;10.15.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;421;;основной;Северная Осетия - Алания;Ардонский р-н;Бекан;10.0.15.4/30;31163;;10.15.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;422;;основной;Северная Осетия - Алания;Алагирский р-н;Алагир;10.0.15.8/30;31163;;10.15.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;129;;основной;Северная Осетия - Алания;Пригородный р-н;Чермен, Владикавказ (12 км.), Назрань (2 км.);10.0.15.12/30;31163;;10.15.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;343;;основной;Северная Осетия - Алания;Владикавказ;Чми;10.0.15.16/30;31163;;10.15.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;315;;основной;Ставропольский край;Грачевский р-н;Грачевка (8 км.), Ставрополь (22 км.);10.0.2.8/30;31163;;10.2.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;416;;основной;Ставропольский край;Советский р-н;Зеленокумск;10.0.2.12/30;31163;;10.2.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;418;;основной;Ставропольский край;Левокумский р-н;Урожайное;10.0.2.16/30;31163;;10.2.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;25;;основной;Башкортостан;Уфа;Уфа (запад, 1 км.);10.0.49.0/30;65501;;10.49.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;53;;основной;Башкортостан;Илишевский р-н; Верхнеяркеево;10.0.49.4/30;65501;;10.49.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;423;;основной;Башкортостан;Уфа;Уфа (юг, 7 км.);10.0.49.8/30;65501;;10.49.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;424;;основной;Башкортостан;Аургазинский р-н;Толбазы;10.0.49.12/30;65501;;10.49.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;426;;основной;Башкортостан;г. Салават;г. Салават;10.0.49.16/30;65501;;10.49.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;441;;основной;Башкортостан;Иглинский р-н;Шакша;10.0.49.20/30;65501;;10.49.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;26;;основной;Челябинская обл.;Сосновский р-н;Полетаево (Челябинск);10.0.118.0/30;29648;;10.118.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;133;;основной;Челябинская обл.;Красноармейский р-н;Миасское (Челябинск);10.0.118.4/30;29648;;10.118.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;262;;основной;Челябинская обл.;Еманжелинский р-н;Еманжелинск;10.0.118.8/30;29648;;10.118.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;440;;основной;Челябинская обл.;Сосновский р-н;Долгодеревенское (Челябинск);10.0.118.12/30;29648;;10.118.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;147;;основной;Алтай;Майминский р-н;Горно-Алтайск;10.0.160.0/30;50928;;10.160.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;148;;основной;Алтай;Онгудайский р-н;Нефтебаза;10.0.160.4/30;50928;;10.160.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;149;;основной;Алтай;Улаганский р-н;Акташ;10.0.160.8/30;50928;;10.160.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;150;;основной;Алтай;Кош-Агачский р-н;Кош-Агач;10.0.160.12/30;50928;;10.160.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;145;;основной;Алтайский край;Новоалтайск;Новоалтайск;10.0.165.0/30;50928;;10.165.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;146;;основной;Алтайский край;Бийский р-н;Бийск;10.0.165.4/30;50928;;10.165.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;344;;основной;Алтайский край;Барнаул;Южный;10.0.165.8/30;50928;;10.165.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;345;;основной;Алтайский край;Алейский р-н;Солнечный;10.0.165.12/30;50928;;10.165.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;346;;основной;Алтайский край;Рубцовский р-н;Веселоярск;10.0.165.16/30;50928;;10.165.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
